Zona,Latitud,Longitud,Anio,Mes,Temp_Max,Temp_Min,Precipitacion,Humedad,RadiacionSolar
CARIARI,10.22,-83.77,2025,7,25.72,17.18,7.78,91.78,12.17
CARIARI,10.22,-83.77,2025,8,25.95,15.8,5.06,90.16,16.49
CARIARI,10.22,-83.77,2025,9,26.64,16.58,10.95,90.97,15.65
CARIARI,10.22,-83.77,2025,10,25.65,16.93,12.1,92.24,14.37
CARIARI,10.22,-83.77,2025,11,26.15,14.71,6.93,92.71,11.78
LA RITA,10.22,-83.77,2019,1,25.95,15.13,0.73,87.04,16.72
LA RITA,10.22,-83.77,2019,2,28.68,14.89,1.52,80.66,18.62
LA RITA,10.22,-83.77,2019,3,27.81,15.39,4.71,83.69,18.13
LA RITA,10.22,-83.77,2019,4,29.62,16.25,4.75,82.1,18.83
LA RITA,10.22,-83.77,2019,5,27.74,17.6,13.5,91.47,15.38
LA RITA,10.22,-83.77,2019,6,26.28,16.99,8.53,91.58,15.27
LA RITA,10.22,-83.77,2019,7,26.21,16.24,6.26,91.08,14.8
LA RITA,10.22,-83.77,2019,8,26.22,16.71,8.3,91.24,13.95
LA RITA,10.22,-83.77,2019,9,26.44,14.89,9.8,91.37,16.4
LA RITA,10.22,-83.77,2019,10,25.66,16.04,12.51,93.36,16.12
LA RITA,10.22,-83.77,2019,11,25.17,14.19,9.94,91.56,12.58
LA RITA,10.22,-83.77,2019,12,24.73,15.99,6.34,91.88,11.78
LA RITA,10.22,-83.77,2020,1,24.93,16.08,4.42,90.99,14.61
LA RITA,10.22,-83.77,2020,2,25.54,13.96,2.55,89.05,17.4
LA RITA,10.22,-83.77,2020,3,27.16,15.73,0.82,83.52,20.65
LA RITA,10.22,-83.77,2020,4,28.54,15.52,6.57,83.35,19.32
LA RITA,10.22,-83.77,2020,5,28.0,17.21,7.76,88.7,16.32
LA RITA,10.22,-83.77,2020,6,26.39,15.56,13.64,91.46,14.93
LA RITA,10.22,-83.77,2020,7,25.75,14.07,6.98,90.94,15.92
LA RITA,10.22,-83.77,2020,8,27.24,14.97,7.83,90.98,16.25
LA RITA,10.22,-83.77,2020,9,26.1,14.82,8.88,89.58,18.32
LA RITA,10.22,-83.77,2020,10,25.92,16.48,13.55,92.39,16.07
LA RITA,10.22,-83.77,2020,11,26.19,16.56,16.18,92.52,14.22
LA RITA,10.22,-83.77,2020,12,24.26,13.57,10.77,91.87,14.17
LA RITA,10.22,-83.77,2021,1,24.24,13.59,3.27,90.49,15.37
LA RITA,10.22,-83.77,2021,2,25.43,15.41,1.53,87.9,17.87
LA RITA,10.22,-83.77,2021,3,26.89,13.38,5.2,85.54,19.21
LA RITA,10.22,-83.77,2021,4,26.94,15.34,9.74,88.86,17.0
LA RITA,10.22,-83.77,2021,5,27.07,15.95,10.32,91.07,15.04
LA RITA,10.22,-83.77,2021,6,25.98,15.07,9.86,90.93,17.1
LA RITA,10.22,-83.77,2021,7,25.91,16.23,9.89,91.44,13.98
LA RITA,10.22,-83.77,2021,8,25.09,15.62,12.41,91.23,15.43
LA RITA,10.22,-83.77,2021,9,26.4,16.71,7.95,90.36,16.74
LA RITA,10.22,-83.77,2021,10,26.15,16.38,7.6,90.83,16.7
LA RITA,10.22,-83.77,2021,11,25.94,14.78,4.09,90.33,13.3
LA RITA,10.22,-83.77,2021,12,24.62,16.47,4.18,91.61,14.23
LA RITA,10.22,-83.77,2022,1,24.56,15.2,1.4,87.92,17.15
LA RITA,10.22,-83.77,2022,2,24.92,12.54,1.65,84.07,18.54
LA RITA,10.22,-83.77,2022,3,27.35,14.26,7.19,84.93,19.12
LA RITA,10.22,-83.77,2022,4,27.35,15.8,8.26,87.36,17.57
LA RITA,10.22,-83.77,2022,5,27.06,16.22,8.59,90.6,16.56
LA RITA,10.22,-83.77,2022,6,26.71,15.3,15.96,92.94,16.28
LA RITA,10.22,-83.77,2022,7,25.66,16.29,7.43,92.15,14.28
LA RITA,10.22,-83.77,2022,8,26.22,15.27,6.15,89.93,16.29
LA RITA,10.22,-83.77,2022,9,26.33,16.89,10.84,91.01,17.45
LA RITA,10.22,-83.77,2022,10,25.53,16.11,9.1,91.46,16.28
LA RITA,10.22,-83.77,2022,11,25.67,15.34,11.4,92.97,12.68
LA RITA,10.22,-83.77,2022,12,24.12,15.47,3.39,90.88,15.74
LA RITA,10.22,-83.77,2023,1,23.81,14.71,2.61,90.2,15.61
LA RITA,10.22,-83.77,2023,2,25.5,13.53,3.12,88.15,18.16
LA RITA,10.22,-83.77,2023,3,26.88,15.29,4.89,87.55,18.21
LA RITA,10.22,-83.77,2023,4,29.09,14.76,3.41,83.38,20.88
LA RITA,10.22,-83.77,2023,5,28.39,16.99,7.45,85.51,19.06
LA RITA,10.22,-83.77,2023,6,27.36,15.81,9.71,90.52,17.01
LA RITA,10.22,-83.77,2023,7,26.35,16.89,9.46,91.8,13.43
LA RITA,10.22,-83.77,2023,8,27.28,17.24,7.49,90.84,15.41
LA RITA,10.22,-83.77,2023,9,26.95,15.9,5.91,88.68,17.26
LA RITA,10.22,-83.77,2023,10,26.68,17.48,12.31,92.57,15.53
LA RITA,10.22,-83.77,2023,11,26.1,16.67,9.81,93.77,12.8
LA RITA,10.22,-83.77,2023,12,25.7,16.68,4.84,91.62,13.49
LA RITA,10.22,-83.77,2024,1,25.79,15.93,1.09,89.62,15.57
LA RITA,10.22,-83.77,2024,2,26.77,13.93,4.05,87.47,16.05
LA RITA,10.22,-83.77,2024,3,30.59,14.21,2.08,81.79,19.6
LA RITA,10.22,-83.77,2024,4,29.97,14.95,5.72,83.24,19.7
LA RITA,10.22,-83.77,2024,5,29.0,16.76,25.32,87.56,18.2
LA RITA,10.22,-83.77,2024,6,26.71,17.71,25.62,92.91,16.75
LA RITA,10.22,-83.77,2024,7,26.2,16.85,17.4,93.1,12.37
LA RITA,10.22,-83.77,2024,8,26.39,17.28,6.5,90.32,15.3
LA RITA,10.22,-83.77,2024,9,27.05,17.87,13.11,91.03,15.87
LA RITA,10.22,-83.77,2024,10,26.76,17.47,12.39,93.06,15.44
LA RITA,10.22,-83.77,2024,11,25.46,16.24,25.99,94.04,13.24
LA RITA,10.22,-83.77,2024,12,24.69,16.22,7.89,93.15,11.09
LA RITA,10.22,-83.77,2025,1,24.42,14.9,3.95,91.29,14.05
LA RITA,10.22,-83.77,2025,2,26.03,15.61,2.06,88.61,16.71
LA RITA,10.22,-83.77,2025,3,27.44,15.96,2.53,84.79,19.71
LA RITA,10.22,-83.77,2025,4,27.01,16.5,11.42,87.64,16.22
LA RITA,10.22,-83.77,2025,5,26.25,16.62,11.77,92.25,15.52
LA RITA,10.22,-83.77,2025,6,26.53,17.15,16.01,92.72,13.04
LA RITA,10.22,-83.77,2025,7,25.72,17.18,7.78,91.78,12.17
LA RITA,10.22,-83.77,2025,8,25.95,15.8,5.06,90.16,16.49
LA RITA,10.22,-83.77,2025,9,26.64,16.58,10.95,90.97,15.65
LA RITA,10.22,-83.77,2025,10,25.65,16.93,12.1,92.24,14.37
LA RITA,10.22,-83.77,2025,11,26.15,14.71,6.93,92.71,11.78
ROXANA,10.25,-83.72,2019,1,29.27,20.37,0.87,83.81,16.72
ROXANA,10.25,-83.72,2019,2,31.46,20.56,1.75,77.55,18.62
ROXANA,10.25,-83.72,2019,3,30.11,20.51,5.55,81.72,18.13
ROXANA,10.25,-83.72,2019,4,32.01,21.53,4.83,80.63,18.83
ROXANA,10.25,-83.72,2019,5,30.24,22.72,15.91,91.33,15.38
ROXANA,10.25,-83.72,2019,6,29.14,22.99,9.29,91.95,15.27
ROXANA,10.25,-83.72,2019,7,28.94,22.73,7.68,91.38,14.8
ROXANA,10.25,-83.72,2019,8,29.16,21.3,8.81,91.7,13.95
ROXANA,10.25,-83.72,2019,9,29.27,21.3,11.35,90.8,16.4
ROXANA,10.25,-83.72,2019,10,28.66,21.53,15.54,91.27,16.12
ROXANA,10.25,-83.72,2019,11,28.44,21.26,11.32,91.2,12.58
ROXANA,10.25,-83.72,2019,12,28.17,21.93,8.15,91.22,11.78
ROXANA,10.25,-83.72,2020,1,27.53,20.87,5.33,89.76,14.61
ROXANA,10.25,-83.72,2020,2,29.14,20.73,3.22,88.09,17.4
ROXANA,10.25,-83.72,2020,3,30.4,21.42,0.88,80.01,20.65
ROXANA,10.25,-83.72,2020,4,31.13,20.9,6.5,81.06,19.32
ROXANA,10.25,-83.72,2020,5,30.67,22.77,8.9,87.5,16.32
ROXANA,10.25,-83.72,2020,6,28.87,21.66,16.9,91.39,14.93
ROXANA,10.25,-83.72,2020,7,28.8,19.62,8.89,90.55,15.92
ROXANA,10.25,-83.72,2020,8,29.5,22.03,10.56,91.19,16.25
ROXANA,10.25,-83.72,2020,9,28.88,19.75,11.54,89.08,18.32
ROXANA,10.25,-83.72,2020,10,28.7,21.66,19.89,91.39,16.07
ROXANA,10.25,-83.72,2020,11,29.36,21.77,27.23,91.81,14.22
ROXANA,10.25,-83.72,2020,12,27.77,20.77,12.35,90.98,14.17
ROXANA,10.25,-83.72,2021,1,27.21,20.64,4.34,89.47,15.37
ROXANA,10.25,-83.72,2021,2,28.15,20.78,2.02,86.52,17.87
ROXANA,10.25,-83.72,2021,3,29.83,19.29,6.48,83.13,19.21
ROXANA,10.25,-83.72,2021,4,29.67,21.59,12.37,88.35,17.0
ROXANA,10.25,-83.72,2021,5,29.15,22.01,14.54,90.81,15.04
ROXANA,10.25,-83.72,2021,6,28.9,21.92,16.44,91.19,17.1
ROXANA,10.25,-83.72,2021,7,28.6,21.65,14.05,91.72,13.98
ROXANA,10.25,-83.72,2021,8,29.0,21.54,17.36,90.63,15.43
ROXANA,10.25,-83.72,2021,9,29.17,21.78,10.68,90.6,16.74
ROXANA,10.25,-83.72,2021,10,29.12,21.64,9.12,89.85,16.7
ROXANA,10.25,-83.72,2021,11,28.6,20.51,4.84,89.71,13.3
ROXANA,10.25,-83.72,2021,12,27.77,21.5,5.41,91.13,14.23
ROXANA,10.25,-83.72,2022,1,27.71,20.0,2.27,86.54,17.15
ROXANA,10.25,-83.72,2022,2,28.94,19.1,2.09,81.14,18.54
ROXANA,10.25,-83.72,2022,3,30.15,20.93,8.67,84.57,19.12
ROXANA,10.25,-83.72,2022,4,30.21,20.86,10.04,87.09,17.57
ROXANA,10.25,-83.72,2022,5,29.36,21.76,11.31,91.26,16.56
ROXANA,10.25,-83.72,2022,6,29.48,21.17,24.5,92.36,16.28
ROXANA,10.25,-83.72,2022,7,28.47,22.38,10.44,92.28,14.28
ROXANA,10.25,-83.72,2022,8,29.12,21.1,7.78,89.77,16.29
ROXANA,10.25,-83.72,2022,9,29.02,21.92,13.07,90.47,17.45
ROXANA,10.25,-83.72,2022,10,28.9,22.0,9.17,90.34,16.28
ROXANA,10.25,-83.72,2022,11,28.72,22.04,19.66,92.4,12.68
ROXANA,10.25,-83.72,2022,12,27.84,21.0,4.11,89.38,15.74
ROXANA,10.25,-83.72,2023,1,27.34,20.86,3.18,88.98,15.61
ROXANA,10.25,-83.72,2023,2,28.19,20.19,3.71,85.27,18.16
ROXANA,10.25,-83.72,2023,3,29.3,21.06,5.77,85.17,18.21
ROXANA,10.25,-83.72,2023,4,32.32,20.87,3.03,79.79,20.88
ROXANA,10.25,-83.72,2023,5,32.3,22.71,8.85,82.11,19.06
ROXANA,10.25,-83.72,2023,6,30.98,22.22,12.78,90.46,17.01
ROXANA,10.25,-83.72,2023,7,29.57,22.34,9.8,92.48,13.43
ROXANA,10.25,-83.72,2023,8,30.79,22.82,8.48,90.75,15.41
ROXANA,10.25,-83.72,2023,9,30.0,22.23,5.71,89.07,17.26
ROXANA,10.25,-83.72,2023,10,29.53,22.85,14.64,91.28,15.53
ROXANA,10.25,-83.72,2023,11,29.68,22.24,11.77,92.67,12.8
ROXANA,10.25,-83.72,2023,12,28.78,21.44,5.88,90.57,13.49
ROXANA,10.25,-83.72,2024,1,28.84,21.5,1.41,88.56,15.57
ROXANA,10.25,-83.72,2024,2,32.02,19.03,5.05,85.16,16.05
ROXANA,10.25,-83.72,2024,3,34.34,21.04,2.21,80.07,19.6
ROXANA,10.25,-83.72,2024,4,33.14,21.79,5.63,81.09,19.7
ROXANA,10.25,-83.72,2024,5,33.08,22.43,34.28,85.94,18.2
ROXANA,10.25,-83.72,2024,6,29.96,23.62,31.16,91.93,16.75
ROXANA,10.25,-83.72,2024,7,29.04,22.79,21.94,93.06,12.37
ROXANA,10.25,-83.72,2024,8,29.72,22.51,7.63,90.3,15.3
ROXANA,10.25,-83.72,2024,9,29.9,22.54,14.38,90.86,15.87
ROXANA,10.25,-83.72,2024,10,29.41,22.81,13.39,91.84,15.44
ROXANA,10.25,-83.72,2024,11,28.65,21.1,37.9,93.29,13.24
ROXANA,10.25,-83.72,2024,12,28.53,21.68,9.82,92.31,11.09
ROXANA,10.25,-83.72,2025,1,27.99,20.68,4.96,90.69,14.05
ROXANA,10.25,-83.72,2025,2,28.41,21.4,2.7,87.85,16.71
ROXANA,10.25,-83.72,2025,3,30.61,21.76,2.03,81.86,19.71
ROXANA,10.25,-83.72,2025,4,30.8,22.01,12.01,86.63,16.22
ROXANA,10.25,-83.72,2025,5,29.53,23.42,12.24,91.71,15.52
ROXANA,10.25,-83.72,2025,6,28.78,22.79,16.79,92.78,13.04
ROXANA,10.25,-83.72,2025,7,28.73,23.03,13.49,92.22,12.17
ROXANA,10.25,-83.72,2025,8,28.91,21.84,6.11,91.02,16.49
ROXANA,10.25,-83.72,2025,9,29.18,23.04,12.5,91.11,15.65
ROXANA,10.25,-83.72,2025,10,28.61,22.22,14.07,91.82,14.37
ROXANA,10.25,-83.72,2025,11,28.95,20.98,8.17,92.28,11.78
GUAPILES,10.2,-83.79,2019,1,25.95,15.13,0.73,87.04,16.72
GUAPILES,10.2,-83.79,2019,2,28.68,14.89,1.52,80.66,18.62
GUAPILES,10.2,-83.79,2019,3,27.81,15.39,4.71,83.69,18.13
GUAPILES,10.2,-83.79,2019,4,29.62,16.25,4.75,82.1,18.83
GUAPILES,10.2,-83.79,2019,5,27.74,17.6,13.5,91.47,15.38
GUAPILES,10.2,-83.79,2019,6,26.28,16.99,8.53,91.58,15.27
GUAPILES,10.2,-83.79,2019,7,26.21,16.24,6.26,91.08,14.8
GUAPILES,10.2,-83.79,2019,8,26.22,16.71,8.3,91.24,13.95
GUAPILES,10.2,-83.79,2019,9,26.44,14.89,9.8,91.37,16.4
GUAPILES,10.2,-83.79,2019,10,25.66,16.04,12.51,93.36,16.12
GUAPILES,10.2,-83.79,2019,11,25.17,14.19,9.94,91.56,12.58
GUAPILES,10.2,-83.79,2019,12,24.73,15.99,6.34,91.88,11.78
GUAPILES,10.2,-83.79,2020,1,24.93,16.08,4.42,90.99,14.61
GUAPILES,10.2,-83.79,2020,2,25.54,13.96,2.55,89.05,17.4
GUAPILES,10.2,-83.79,2020,3,27.16,15.73,0.82,83.52,20.65
GUAPILES,10.2,-83.79,2020,4,28.54,15.52,6.57,83.35,19.32
GUAPILES,10.2,-83.79,2020,5,28.0,17.21,7.76,88.7,16.32
GUAPILES,10.2,-83.79,2020,6,26.39,15.56,13.64,91.46,14.93
GUAPILES,10.2,-83.79,2020,7,25.75,14.07,6.98,90.94,15.92
GUAPILES,10.2,-83.79,2020,8,27.24,14.97,7.83,90.98,16.25
GUAPILES,10.2,-83.79,2020,9,26.1,14.82,8.88,89.58,18.32
GUAPILES,10.2,-83.79,2020,10,25.92,16.48,13.55,92.39,16.07
GUAPILES,10.2,-83.79,2020,11,26.19,16.56,16.18,92.52,14.22
GUAPILES,10.2,-83.79,2020,12,24.26,13.57,10.77,91.87,14.17
GUAPILES,10.2,-83.79,2021,1,24.24,13.59,3.27,90.49,15.37
GUAPILES,10.2,-83.79,2021,2,25.43,15.41,1.53,87.9,17.87
GUAPILES,10.2,-83.79,2021,3,26.89,13.38,5.2,85.54,19.21
GUAPILES,10.2,-83.79,2021,4,26.94,15.34,9.74,88.86,17.0
GUAPILES,10.2,-83.79,2021,5,27.07,15.95,10.32,91.07,15.04
GUAPILES,10.2,-83.79,2021,6,25.98,15.07,9.86,90.93,17.1
GUAPILES,10.2,-83.79,2021,7,25.91,16.23,9.89,91.44,13.98
GUAPILES,10.2,-83.79,2021,8,25.09,15.62,12.41,91.23,15.43
GUAPILES,10.2,-83.79,2021,9,26.4,16.71,7.95,90.36,16.74
GUAPILES,10.2,-83.79,2021,10,26.15,16.38,7.6,90.83,16.7
GUAPILES,10.2,-83.79,2021,11,25.94,14.78,4.09,90.33,13.3
GUAPILES,10.2,-83.79,2021,12,24.62,16.47,4.18,91.61,14.23
GUAPILES,10.2,-83.79,2022,1,24.56,15.2,1.4,87.92,17.15
GUAPILES,10.2,-83.79,2022,2,24.92,12.54,1.65,84.07,18.54
GUAPILES,10.2,-83.79,2022,3,27.35,14.26,7.19,84.93,19.12
GUAPILES,10.2,-83.79,2022,4,27.35,15.8,8.26,87.36,17.57
GUAPILES,10.2,-83.79,2022,5,27.06,16.22,8.59,90.6,16.56
GUAPILES,10.2,-83.79,2022,6,26.71,15.3,15.96,92.94,16.28
GUAPILES,10.2,-83.79,2022,7,25.66,16.29,7.43,92.15,14.28
GUAPILES,10.2,-83.79,2022,8,26.22,15.27,6.15,89.93,16.29
GUAPILES,10.2,-83.79,2022,9,26.33,16.89,10.84,91.01,17.45
GUAPILES,10.2,-83.79,2022,10,25.53,16.11,9.1,91.46,16.28
GUAPILES,10.2,-83.79,2022,11,25.67,15.34,11.4,92.97,12.68
GUAPILES,10.2,-83.79,2022,12,24.12,15.47,3.39,90.88,15.74
GUAPILES,10.2,-83.79,2023,1,23.81,14.71,2.61,90.2,15.61
GUAPILES,10.2,-83.79,2023,2,25.5,13.53,3.12,88.15,18.16
GUAPILES,10.2,-83.79,2023,3,26.88,15.29,4.89,87.55,18.21
GUAPILES,10.2,-83.79,2023,4,29.09,14.76,3.41,83.38,20.88
GUAPILES,10.2,-83.79,2023,5,28.39,16.99,7.45,85.51,19.06
GUAPILES,10.2,-83.79,2023,6,27.36,15.81,9.71,90.52,17.01
GUAPILES,10.2,-83.79,2023,7,26.35,16.89,9.46,91.8,13.43
GUAPILES,10.2,-83.79,2023,8,27.28,17.24,7.49,90.84,15.41
GUAPILES,10.2,-83.79,2023,9,26.95,15.9,5.91,88.68,17.26
GUAPILES,10.2,-83.79,2023,10,26.68,17.48,12.31,92.57,15.53
GUAPILES,10.2,-83.79,2023,11,26.1,16.67,9.81,93.77,12.8
GUAPILES,10.2,-83.79,2023,12,25.7,16.68,4.84,91.62,13.49
GUAPILES,10.2,-83.79,2024,1,25.79,15.93,1.09,89.62,15.57
GUAPILES,10.2,-83.79,2024,2,26.77,13.93,4.05,87.47,16.05
GUAPILES,10.2,-83.79,2024,3,30.59,14.21,2.08,81.79,19.6
GUAPILES,10.2,-83.79,2024,4,29.97,14.95,5.72,83.24,19.7
GUAPILES,10.2,-83.79,2024,5,29.0,16.76,25.32,87.56,18.2
GUAPILES,10.2,-83.79,2024,6,26.71,17.71,25.62,92.91,16.75
GUAPILES,10.2,-83.79,2024,7,26.2,16.85,17.4,93.1,12.37
GUAPILES,10.2,-83.79,2024,8,26.39,17.28,6.5,90.32,15.3
GUAPILES,10.2,-83.79,2024,9,27.05,17.87,13.11,91.03,15.87
GUAPILES,10.2,-83.79,2024,10,26.76,17.47,12.39,93.06,15.44
GUAPILES,10.2,-83.79,2024,11,25.46,16.24,25.99,94.04,13.24
GUAPILES,10.2,-83.79,2024,12,24.69,16.22,7.89,93.15,11.09
GUAPILES,10.2,-83.79,2025,1,24.42,14.9,3.95,91.29,14.05
GUAPILES,10.2,-83.79,2025,2,26.03,15.61,2.06,88.61,16.71
GUAPILES,10.2,-83.79,2025,3,27.44,15.96,2.53,84.79,19.71
GUAPILES,10.2,-83.79,2025,4,27.01,16.5,11.42,87.64,16.22
GUAPILES,10.2,-83.79,2025,5,26.25,16.62,11.77,92.25,15.52
GUAPILES,10.2,-83.79,2025,6,26.53,17.15,16.01,92.72,13.04
GUAPILES,10.2,-83.79,2025,7,25.72,17.18,7.78,91.78,12.17
GUAPILES,10.2,-83.79,2025,8,25.95,15.8,5.06,90.16,16.49
GUAPILES,10.2,-83.79,2025,9,26.64,16.58,10.95,90.97,15.65
GUAPILES,10.2,-83.79,2025,10,25.65,16.93,12.1,92.24,14.37
GUAPILES,10.2,-83.79,2025,11,26.15,14.71,6.93,92.71,11.78
GUACIMO,10.21,-83.67,2019,1,25.95,15.13,0.73,87.04,16.72
GUACIMO,10.21,-83.67,2019,2,28.68,14.89,1.52,80.66,18.62
GUACIMO,10.21,-83.67,2019,3,27.81,15.39,4.71,83.69,18.13
GUACIMO,10.21,-83.67,2019,4,29.62,16.25,4.75,82.1,18.83
GUACIMO,10.21,-83.67,2019,5,27.74,17.6,13.5,91.47,15.38
GUACIMO,10.21,-83.67,2019,6,26.28,16.99,8.53,91.58,15.27
GUACIMO,10.21,-83.67,2019,7,26.21,16.24,6.26,91.08,14.8
GUACIMO,10.21,-83.67,2019,8,26.22,16.71,8.3,91.24,13.95
GUACIMO,10.21,-83.67,2019,9,26.44,14.89,9.8,91.37,16.4
GUACIMO,10.21,-83.67,2019,10,25.66,16.04,12.51,93.36,16.12
GUACIMO,10.21,-83.67,2019,11,25.17,14.19,9.94,91.56,12.58
GUACIMO,10.21,-83.67,2019,12,24.73,15.99,6.34,91.88,11.78
GUACIMO,10.21,-83.67,2020,1,24.93,16.08,4.42,90.99,14.61
GUACIMO,10.21,-83.67,2020,2,25.54,13.96,2.55,89.05,17.4
GUACIMO,10.21,-83.67,2020,3,27.16,15.73,0.82,83.52,20.65
GUACIMO,10.21,-83.67,2020,4,28.54,15.52,6.57,83.35,19.32
GUACIMO,10.21,-83.67,2020,5,28.0,17.21,7.76,88.7,16.32
GUACIMO,10.21,-83.67,2020,6,26.39,15.56,13.64,91.46,14.93
GUACIMO,10.21,-83.67,2020,7,25.75,14.07,6.98,90.94,15.92
GUACIMO,10.21,-83.67,2020,8,27.24,14.97,7.83,90.98,16.25
GUACIMO,10.21,-83.67,2020,9,26.1,14.82,8.88,89.58,18.32
GUACIMO,10.21,-83.67,2020,10,25.92,16.48,13.55,92.39,16.07
GUACIMO,10.21,-83.67,2020,11,26.19,16.56,16.18,92.52,14.22
GUACIMO,10.21,-83.67,2020,12,24.26,13.57,10.77,91.87,14.17
GUACIMO,10.21,-83.67,2021,1,24.24,13.59,3.27,90.49,15.37
GUACIMO,10.21,-83.67,2021,2,25.43,15.41,1.53,87.9,17.87
GUACIMO,10.21,-83.67,2021,3,26.89,13.38,5.2,85.54,19.21
GUACIMO,10.21,-83.67,2021,4,26.94,15.34,9.74,88.86,17.0
GUACIMO,10.21,-83.67,2021,5,27.07,15.95,10.32,91.07,15.04
GUACIMO,10.21,-83.67,2021,6,25.98,15.07,9.86,90.93,17.1
GUACIMO,10.21,-83.67,2021,7,25.91,16.23,9.89,91.44,13.98
GUACIMO,10.21,-83.67,2021,8,25.09,15.62,12.41,91.23,15.43
GUACIMO,10.21,-83.67,2021,9,26.4,16.71,7.95,90.36,16.74
GUACIMO,10.21,-83.67,2021,10,26.15,16.38,7.6,90.83,16.7
GUACIMO,10.21,-83.67,2021,11,25.94,14.78,4.09,90.33,13.3
GUACIMO,10.21,-83.67,2021,12,24.62,16.47,4.18,91.61,14.23
GUACIMO,10.21,-83.67,2022,1,24.56,15.2,1.4,87.92,17.15
GUACIMO,10.21,-83.67,2022,2,24.92,12.54,1.65,84.07,18.54
GUACIMO,10.21,-83.67,2022,3,27.35,14.26,7.19,84.93,19.12
GUACIMO,10.21,-83.67,2022,4,27.35,15.8,8.26,87.36,17.57
GUACIMO,10.21,-83.67,2022,5,27.06,16.22,8.59,90.6,16.56
GUACIMO,10.21,-83.67,2022,6,26.71,15.3,15.96,92.94,16.28
GUACIMO,10.21,-83.67,2022,7,25.66,16.29,7.43,92.15,14.28
GUACIMO,10.21,-83.67,2022,8,26.22,15.27,6.15,89.93,16.29
GUACIMO,10.21,-83.67,2022,9,26.33,16.89,10.84,91.01,17.45
GUACIMO,10.21,-83.67,2022,10,25.53,16.11,9.1,91.46,16.28
GUACIMO,10.21,-83.67,2022,11,25.67,15.34,11.4,92.97,12.68
GUACIMO,10.21,-83.67,2022,12,24.12,15.47,3.39,90.88,15.74
GUACIMO,10.21,-83.67,2023,1,23.81,14.71,2.61,90.2,15.61
GUACIMO,10.21,-83.67,2023,2,25.5,13.53,3.12,88.15,18.16
GUACIMO,10.21,-83.67,2023,3,26.88,15.29,4.89,87.55,18.21
GUACIMO,10.21,-83.67,2023,4,29.09,14.76,3.41,83.38,20.88
GUACIMO,10.21,-83.67,2023,5,28.39,16.99,7.45,85.51,19.06
GUACIMO,10.21,-83.67,2023,6,27.36,15.81,9.71,90.52,17.01
GUACIMO,10.21,-83.67,2023,7,26.35,16.89,9.46,91.8,13.43
GUACIMO,10.21,-83.67,2023,8,27.28,17.24,7.49,90.84,15.41
GUACIMO,10.21,-83.67,2023,9,26.95,15.9,5.91,88.68,17.26
GUACIMO,10.21,-83.67,2023,10,26.68,17.48,12.31,92.57,15.53
GUACIMO,10.21,-83.67,2023,11,26.1,16.67,9.81,93.77,12.8
GUACIMO,10.21,-83.67,2023,12,25.7,16.68,4.84,91.62,13.49
GUACIMO,10.21,-83.67,2024,1,25.79,15.93,1.09,89.62,15.57
GUACIMO,10.21,-83.67,2024,2,26.77,13.93,4.05,87.47,16.05
GUACIMO,10.21,-83.67,2024,3,30.59,14.21,2.08,81.79,19.6
GUACIMO,10.21,-83.67,2024,4,29.97,14.95,5.72,83.24,19.7
GUACIMO,10.21,-83.67,2024,5,29.0,16.76,25.32,87.56,18.2
GUACIMO,10.21,-83.67,2024,6,26.71,17.71,25.62,92.91,16.75
GUACIMO,10.21,-83.67,2024,7,26.2,16.85,17.4,93.1,12.37
GUACIMO,10.21,-83.67,2024,8,26.39,17.28,6.5,90.32,15.3
GUACIMO,10.21,-83.67,2024,9,27.05,17.87,13.11,91.03,15.87
GUACIMO,10.21,-83.67,2024,10,26.76,17.47,12.39,93.06,15.44
GUACIMO,10.21,-83.67,2024,11,25.46,16.24,25.99,94.04,13.24
GUACIMO,10.21,-83.67,2024,12,24.69,16.22,7.89,93.15,11.09
GUACIMO,10.21,-83.67,2025,1,24.42,14.9,3.95,91.29,14.05
GUACIMO,10.21,-83.67,2025,2,26.03,15.61,2.06,88.61,16.71
GUACIMO,10.21,-83.67,2025,3,27.44,15.96,2.53,84.79,19.71
GUACIMO,10.21,-83.67,2025,4,27.01,16.5,11.42,87.64,16.22
GUACIMO,10.21,-83.67,2025,5,26.25,16.62,11.77,92.25,15.52
GUACIMO,10.21,-83.67,2025,6,26.53,17.15,16.01,92.72,13.04
GUACIMO,10.21,-83.67,2025,7,25.72,17.18,7.78,91.78,12.17
GUACIMO,10.21,-83.67,2025,8,25.95,15.8,5.06,90.16,16.49
GUACIMO,10.21,-83.67,2025,9,26.64,16.58,10.95,90.97,15.65
GUACIMO,10.21,-83.67,2025,10,25.65,16.93,12.1,92.24,14.37
GUACIMO,10.21,-83.67,2025,11,26.15,14.71,6.93,92.71,11.78
SIXAOLA,9.5,-82.85,2019,1,25.53,16.01,1.05,87.23,17.12
SIXAOLA,9.5,-82.85,2019,2,27.66,15.89,2.14,82.71,17.99
SIXAOLA,9.5,-82.85,2019,3,26.46,16.58,6.73,84.84,16.42
SIXAOLA,9.5,-82.85,2019,4,28.32,17.28,7.03,85.12,16.36
SIXAOLA,9.5,-82.85,2019,5,27.38,18.77,14.66,91.4,15.57
SIXAOLA,9.5,-82.85,2019,6,26.91,18.5,10.13,90.79,15.18
SIXAOLA,9.5,-82.85,2019,7,26.53,17.5,7.56,90.52,14.52
