Zona,Latitud,Longitud,Anio,Mes,Temp_Max,Temp_Min,Precipitacion,Humedad,RadiacionSolar
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,1,25.79,15.93,1.09,89.62,17.56
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,2,26.77,13.93,4.05,87.47,18.13
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,3,30.59,14.21,2.08,81.79,19.36
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,4,29.97,14.95,5.72,83.24,17.96
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,5,29.0,16.76,25.32,87.56,16.66
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,6,26.71,17.71,25.62,92.91,15.57
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,7,26.2,16.85,17.4,93.1,14.86
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,8,26.39,17.28,6.5,90.32,15.89
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,9,27.05,17.87,13.11,91.03,14.69
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,10,26.76,17.47,12.39,93.06,14.92
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,11,25.46,16.24,25.99,94.04,12.34
TURRIALBA (BANANO ALTURA),9.9,-83.75,2024,12,24.69,16.22,7.89,93.15,12.85
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,1,24.42,14.9,3.95,91.29,15.63
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,2,26.03,15.61,2.06,88.61,17.11
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,3,27.44,15.96,2.53,84.79,18.44
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,4,27.01,16.5,11.42,87.64,16.29
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,5,26.25,16.62,11.77,92.25,15.92
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,6,26.53,17.15,16.01,92.72,14.83
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,7,25.72,17.18,7.78,91.78,14.95
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,8,25.95,15.8,5.06,90.16,15.71
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,9,26.64,16.58,10.95,90.97,15.08
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,10,25.65,16.93,12.1,92.24,14.18
TURRIALBA (BANANO ALTURA),9.9,-83.75,2025,11,26.15,14.71,6.93,92.71,13.37
